# z,n,symbol,jp,abundance,half_life_sec,half_life_text,decays,binding_kev_per_a,mass_excess_kev,discovery
57,84,La,7/2(+),,1.411e+04,3.92 h,B-:100,8343.2,-82929.844,1951
57,85,La,2-,,5466,91.1 m,B-:100,8320.83,-80023.95,1953
57,86,La,(7/2)+,,852,14.2 m,B-:100,8306.13,-78171.467,1951
57,87,La,(3-),,40.8,40.8 s,B-:100,8281.43,-74849.66,1967
57,88,La,(5/2+),,24.8,24.8 s,B-:100,8266.09,-72835.325,1974
57,89,La,(2-),,6.1,6.1 s,B-:100 B-N:0.007,8240,-69221.174,1970
57,90,La,(5/2+),,4.06,4.06 s,B-:100 B-N:0.041,8221.55,-66678.397,1979
57,91,La,(2-),,1.26,1.26 s,B-:100 B-N:0.15,8193.72,-62708.742,1969
57,92,La,(3/2),,1.091,1.091 s,B-:100 B-N:1.41,8176.19,-60219.921,1979
57,93,La,(3+),,0.59,0.59 s,B-:100 B-N:2.7,8149.43,-56311.147,1993
57,94,La,(1/2+),,0.457,0.457 s,B-:100 B-N,8129.04,-53310.339,1994
57,95,La,(2-),,0.298,0.298 s,B-:100 B-N,8102,-49290,1994
57,96,La,,,0.245,0.245 s,B-:100 B-N,8081,-46060,1994
57,97,La,(2-),,0.161,0.161 s,B-:100 B-N,8051,-41530,2017
57,98,La,,,0.101,101 ms,B-:100 B-N,8028,-37930,2016
57,99,La,(4+),,0.084,84 ms,B-:100 B-N,7997,-33050,2017
57,100,La,,,,,B-:100 B-N B-2N,7972,-29070,2018
58,63,Ce,(5/2),,1.1,1.1 s,EC+B+:100 ECP:1,8132,-52690,1997
58,64,Ce,0+,,,,EC+B+ ECP,8174,-57874,2005
58,65,Ce,(5/2),,3.8,3.8 s,EC+B+:100 ECP:0,8193,-60286,1984
58,66,Ce,0+,,6,6 s,EC+B+:100,8229,-64916,1978
58,67,Ce,(7/2-),,9.7,9.7 s,EC+B+:100 B+P,8242,-66658,1978
58,68,Ce,0+,,51,51.0 s,EC+B+:100,8273.26,-70820.565,1978
58,69,Ce,(1/2+),,34,34 s,EC+B+:100,8280.79,-71979.344,1978
58,70,Ce,0+,,235.8,3.93 m,EC+B+:100,8306.93,-75533.925,1968
58,71,Ce,(5/2+),,210,3.5 m,EC+B+:100,8310.94,-76287.504,1977
58,72,Ce,0+,,1374,22.9 m,EC+B+:100,8333.22,-79422.913,1965
58,73,Ce,7/2+,,618,10.3 m,EC+B+:100 B+:11,8333.4,-79708.448,1966
58,74,Ce,0+,,1.264e+04,3.51 h,EC+B+:100,8352.32,-82468.688,1960
58,75,Ce,1/2+,,5820,97 m,EC+B+:100,8349.83,-82418.223,1951
58,76,Ce,0+,,2.73e+05,3.16 d,EC:100,8365.77,-84832.898,1951
58,77,Ce,1/2(+),,6.372e+04,17.7 h,EC+B+:100,8361.99,-84616.308,1948
58,78,Ce,0+,0.186,STABLE,stable,2EC,8373.76,-86508.55,1936
58,79,Ce,3/2+,,3.24e+04,9.0 h,EC+B+:100,8367.25,-85918.765,1948
58,80,Ce,0+,0.251,1.389e+24,4.4E+16 Y,2EC:100,8377.04,-87565.867,1936
58,81,Ce,3/2+,,1.189e+07,137.63 d,EC:100,8370.47,-86957.741,1948
58,82,Ce,0+,88.449,STABLE,stable,,8376.3,-88074.227,1925
58,83,Ce,7/2-,,2.808e+06,32.504 d,B-:100,8355.4,-85431.058,1948
58,84,Ce,0+,11.114,1.578e+24,5E+16 Y,,8347.07,-84532.896,1925
58,85,Ce,3/2-,,1.189e+05,33.039 h,B-:100,8324.68,-81606.378,1948
58,86,Ce,0+,,2.462e+07,284.91 d,B-:100,8314.76,-80431.942,1945
58,87,Ce,(5/2-),,180.6,3.01 m,B-:100,8289.88,-77067.059,1954
58,88,Ce,0+,,809.4,13.49 m,B-:100,8278.51,-75625.868,1953
58,89,Ce,(5/2-),,56.4,56.4 s,B-:100,8252.53,-72013.902,1964
58,90,Ce,0+,,56.8,56.8 s,B-:100,8240.39,-70398.424,1964
58,91,Ce,(3/2-),,5.12,5.12 s,B-:100,8214.23,-66669.921,1974
58,92,Ce,0+,,4,4.0 s,B-:100,8201.12,-64846.863,1970
58,93,Ce,(5/2+),,1.76,1.76 s,B-:100,8176.28,-61225.058,1997
58,94,Ce,0+,,1.4,1.4 s,B-:100,8161,-58980,1990
58,95,Ce,,,0.865,0.865 s,B-:100 B-N,8134,-54910,1994
58,96,Ce,0+,,0.722,0.722 s,B-:100 B-N,8116,-52220,1994
58,97,Ce,,,0.313,313 ms,B-:100 B-N,8087,-47780,1994
58,98,Ce,0+,,0.233,0.233 s,B-:100 B-N,8068,-44820,2017
58,99,Ce,(7/2+),,0.18,0.18 s,B-:100 B-N,8037,-39930,2017
58,100,Ce,0+,,0.099,99 ms,B-:100 B-N,8015,-36540,2016
59,62,Pr,(3/2),,0.01,10 ms,P:100,8033,-41551,2005
59,65,Pr,,,1.2,1.2 s,EC+B+:100 ECP:0,8128,-53151,1986
59,66,Pr,,,3.3,3.3 s,EC+B+:100 B+P,8167,-58070,2002
59,67,Pr,GE 4,,3.14,3.14 s,EC+B+:100 ECP,8184,-60324,1983
59,68,Pr,,,4.2,4.2 s,EC+B+:100,8216,-64543,1995
59,69,Pr,4 5 6,,2.84,2.84 s,EC+B+:100,8228.91,-66330.764,1985
59,70,Pr,(3/2+),,30,30 s,EC+B+:100,8254.38,-69773.566,1977
59,71,Pr,(5+),,40,40.0 s,EC+B+:100,8263.76,-71175.464,1977
59,72,Pr,(3/2+),,90.6,1.51 m,EC+B+:100,8286.14,-74300.664,1977
59,73,Pr,(2)+,,96,1.6 m,EC+B+:100,8291.54,-75227.464,1974
59,74,Pr,(3/2+),,390,6.5 m,EC+B+:100,8310.26,-77937.591,1970
59,75,Pr,2-,,1020,17 m,EC+B+:100,8312.88,-78528,1967
59,76,Pr,3/2(+),,1440,24 m,EC+B+:100,8328.93,-80935.872,1954
59,77,Pr,2+,,786,13.1 m,EC+B+:100,8330.01,-81340.421,1968
59,78,Pr,5/2+,,4608,1.28 h,EC+B+:100,8341.71,-83201.814,1958
59,79,Pr,1+,,87,1.45 m,EC+B+:100,8339.22,-83128.867,1951
59,80,Pr,5/2+,,1.588e+04,4.41 h,EC+B+:100,8349.52,-84828.652,1951
59,81,Pr,1+,,203.4,3.39 m,EC+B+:100,8346.52,-84686.227,1938
59,82,Pr,5/2+,100,STABLE,stable,,8353.99,-86014.533,1924
59,83,Pr,2-,,6.883e+04,19.12 h,B-:99.9836 EC:0.0164,8336.3,-83786.367,1935
59,84,Pr,7/2+,,1.172e+06,13.57 d,B-:100,8329.43,-83068.2,1948
59,85,Pr,0-,,1037,17.28 m,B-:100,8311.54,-80750.588,1951
59,86,Pr,7/2+,,2.154e+04,5.984 h,B-:100,8302.13,-79625.99,1954
59,87,Pr,(2-),,1445,24.09 m,B-:100,8280.33,-76673.486,1953
59,88,Pr,(3/2+),,806.4,13.44 m,B-:100,8270.54,-75444.093,1964
59,89,Pr,1-,,137.4,2.29 m,B-:100,8249.54,-72535.452,1964
59,90,Pr,(5/2+),,135.6,2.26 m,B-:100,8238.3,-71039.373,1964
59,91,Pr,(1-),,6.19,6.19 s,B-:100,8218.93,-68300.509,1970
59,92,Pr,(3/2-),,18.9,18.90 s,B-:100,8207.88,-66779.681,1990
59,93,Pr,(4+),,3.57,3.57 s,B-:100,8187.1,-63758.07,1983
59,94,Pr,,,4.29,4.29 s,B-:100 B-N,8172.04,-61568.49,1987
59,95,Pr,(3+),,2.3,2.3 s,B-:100,8147.3,-57859.602,1988
59,96,Pr,,,1.47,1.47 s,B-:100 B-N,8131.04,-55415.335,1992
59,97,Pr,(1+),,0.444,0.444 s,B-:100 B-N,8105.23,-51449.307,1992
59,98,Pr,(3/2-),,0.295,0.295 s,B-:100 B-N,8085.82,-48434.806,2017
59,99,Pr,(5-),,0.181,0.181 s,B-:100 B-N,8059,-44150,2016
59,100,Pr,(3/2-),,0.13,0.13 s,B-:100 B-N,8037,-40770,2017
59,101,Pr,,,0.17,0.17 s,B-:100 B-N,8009,-36200,2017
59,102,Pr,,,,,B-:100 B-N,7986,-32490,2018
60,65,Nd,(5/2),,0.65,0.65 s,EC+B+:100 ECP:0,8080,-48070,1999
60,66,Nd,0+,,,,EC+B+ ECP,8122,-53380,2000
60,67,Nd,,,1.8,1.8 s,EC+B+:100 ECP,8142,-55910,1983
60,68,Nd,0+,,5,5 s,EC+B+:100 ECP,8177,-60530,1985
60,69,Nd,(5/2+),,6.7,6.7 s,EC+B+:100 ECP:0,8191,-62375,1977
60,70,Nd,0+,,13,13 s,EC+B+:100,8222.51,-66596.239,1977
60,71,Nd,(5/2+),,25.4,25.4 s,EC+B+:100 ECP:0,8230.3,-67768.04,1977
60,72,Nd,0+,,94,94 s,EC+B+:100,8256.81,-71425.815,1977
60,73,Nd,(7/2+),,70,70 s,EC+B+:100,8262.23,-72332.38,1977
60,74,Nd,0+,,510,8.5 m,EC+B+:100,8285.54,-75646.443,1970
60,75,Nd,9/2(-),,744,12.4 m,EC+B+:100,8288.15,-76213.62,1970
60,76,Nd,0+,,3039,50.65 m,EC+B+:100,8308.51,-79199.297,1968
60,77,Nd,1/2+,,2310,38.5 m,EC+B+:100,8309.59,-79583.969,1970
60,78,Nd,0+,,1.814e+04,5.04 h,EC+B+:100,8325.49,-82017.182,1965
60,79,Nd,3/2+,,1782,29.7 m,EC+B+:100,8323.66,-82016.93,1951
60,80,Nd,0+,,2.912e+05,3.37 d,EC:100,8337.86,-84257.246,1949
60,81,Nd,3/2+,,8964,2.49 h,EC+B+:100,8335.51,-84191.52,1949
60,82,Nd,0+,27.153,STABLE,stable,,8346.03,-85950.055,1924
60,83,Nd,7/2-,12.173,STABLE,stable,,8330.49,-84002.31,1933
60,84,Nd,0+,23.798,7.227e+22,2.29E+15 Y,A:100,8326.92,-83748.028,1924
60,85,Nd,7/2-,8.293,STABLE,stable,,8309.19,-81432.004,1933
60,86,Nd,0+,17.189,STABLE,stable,,8304.09,-80925.916,1924
60,87,Nd,5/2-,,9.53e+05,11.03 d,B-:100,8283.6,-78146.794,1947
60,88,Nd,0+,5.756,STABLE,stable,2B-,8277.18,-77408.066,1937
60,89,Nd,5/2-,,6214,1.726 h,B-:100,8255.44,-74375.535,1938
60,90,Nd,0+,5.638,2.872e+26,0.91E19 Y,2B-:100,8249.58,-73679.951,1937
60,91,Nd,3/2+,,746.4,12.44 m,B-:100,8230.27,-70943.183,1938
60,92,Nd,0+,,684,11.4 m,B-:100,8224.01,-70149.663,1969
60,93,Nd,(3/2)-,,31.6,31.6 s,B-:100,8204.58,-67330.38,1987
60,94,Nd,0+,,25.9,25.9 s,B-:100,8192.35,-65579.602,1970
60,95,Nd,(3/2-),,8.9,8.9 s,B-:100,8170.31,-62283.796,1986
60,96,Nd,0+,,5.26,5.26 s,B-:100,8156.33,-60202.13,1987
60,97,Nd,(5/2-),,1.15,1.15 s,B-:100,8132.17,-56494.117,1992
60,98,Nd,0+,,0.82,0.820 s,B-:100 B-N,8114.95,-53835.123,1992
60,99,Nd,(7/2+),,0.485,0.485 s,B-:100 B-N,8088.82,-49724.007,2012
60,100,Nd,0+,,0.439,439 ms,B-:100 B-N,8069.97,-46724.515,1985
60,101,Nd,(1/2-),,0.22,0.22 s,B-:100 B-N,8042,-42230,2012
60,102,Nd,0+,,0.31,0.31 s,B-:100 B-N,8022,-39010,2012
60,103,Nd,,,,,B-:100 B-N,7992,-34080,2018
61,67,Pm,5 6 7,,1,1.0 s,EC:100 ECP A,8075,-48220,1999
61,68,Pm,(5/2-),,2.4,2.4 s,EC+B+:100 P ECP,8114,-53180,2004
61,69,Pm,(4 5 6),,2.6,2.6 s,EC+B+:100 ECP,8131,-55470,1985
61,70,Pm,(11/2-),,6.3,6.3 s,EC+B+:100,8163,-59770,1998
61,71,Pm,(3+),,6.2,6.2 s,EC+B+:100 ECP:0.00005,8177,-61628,1977
61,72,Pm,(3/2+),,13.5,13.5 s,EC+B+:100,8204.28,-65407.653,1977
61,73,Pm,(2+),,5,5 s,EC+B+:100,8213.41,-66763.908,1977
61,74,Pm,(3/2+ 5/2+),,49,49 s,EC+B+:100,8236.79,-70062.329,1975
61,75,Pm,(2),,300,300 s,EC+B+:100,8243.72,-71169.923,1988
61,76,Pm,11/2-,,144,2.4 m,EC+B+:100,8263.65,-74072.858,1975
61,77,Pm,(1+),,10,10 s,EC+B+:100,8268.36,-74914.37,1973
61,78,Pm,(5/2)+,,249,4.15 m,EC+B+:100,8285.55,-77501.028,1967
61,79,Pm,1+,,9.2,9.2 s,EC+B+:100,8289.1,-78212.046,1966
61,80,Pm,5/2+,,1254,20.90 m,EC+B+:100,8303.94,-80522.932,1952
61,81,Pm,1+,,40.5,40.5 s,EC+B+:100,8306.66,-81141.536,1959
61,82,Pm,5/2+,,2.29e+07,265 d,EC+B+:100 B+:0.0000057,8317.73,-82960.664,1952
61,83,Pm,5-,,3.136e+07,363 d,EC+B+:100,8305.3,-81416.116,1952
61,84,Pm,5/2+,,5.586e+08,17.7 Y,EC:100 A:0.00000028,8302.66,-81267.506,1951
61,85,Pm,3-,,1.745e+08,5.53 Y,EC:65.7 B-:34.3,8288.66,-79454.36,1960
61,86,Pm,7/2+,,8.279e+07,2.6234 Y,B-:100,8284.37,-79041.984,1947
61,87,Pm,1-,,4.638e+05,5.368 d,B-:100,8268.23,-76865.877,1947
61,88,Pm,7/2+,,1.911e+05,53.08 h,B-:100,8261.53,-76064.404,1947
61,89,Pm,(1-),,9713,2.698 h,B-:100,8243.81,-73597.336,1952
61,90,Pm,5/2+,,1.022e+05,28.40 h,B-:100,8241.27,-73386.26,1952
61,91,Pm,1+,,247.2,4.12 m,B-:100,8226.13,-71254.468,1958
61,92,Pm,5/2-,,315,5.25 m,B-:100,8221.15,-70648.003,1962
61,93,Pm,(3 4),,160.8,2.68 m,B-:100,8204.72,-68266.602,1958
61,94,Pm,5/2-,,41.5,41.5 s,B-:100,8195.3,-66940.006,1982
61,95,Pm,4(+),,26.7,26.70 s,B-:100,8176.73,-64166.847,1986
61,96,Pm,(5/2-),,10.56,10.56 s,B-:100,8164.15,-62297.116,1987
61,97,Pm,,,4.8,4.8 s,B-:100,8143.36,-59106.143,1987
61,98,Pm,,,1.5,1.5 s,B-:100,8126.86,-56554.351,1998
61,99,Pm,,,0.725,725 ms,B-:100 B-N,8103.64,-52894.639,2012
61,100,Pm,(5/2-),,1.05,1.05 s,B-:100 B-N,8086,-50086.589,2012
61,101,Pm,(2+),,0.63,0.63 s,B-:100 B-N,8061,-46040,2012
61,102,Pm,(5/2-),,0.43,0.43 s,B-:100 B-N,8042,-42960,2012
61,103,Pm,,,,,B-:100 B-N,8014,-38360,2018
61,104,Pm,,,,,B-:100 B-N,7992,-34670,2018
62,67,Sm,(1/2+ 3/2+),,0.55,0.55 s,EC+B+:100 ECP:0,8023,-42330,1999
62,68,Sm,0+,,,,EC+B+,8065,-47700,1999
62,69,Sm,,,1.2,1.2 s,EC+B+:100 ECP:0,8085,-50280,1986
62,70,Sm,0+,,4,4.0 s,EC+B+:100 ECP,8122,-55140,1989
62,71,Sm,(5/2+),,2.89,2.89 s,EC+B+:100 ECP:0,8137,-57231,1977
62,72,Sm,0+,,9.5,9.5 s,EC+B+:100,8167,-61376,1977
62,73,Sm,(3/2+ 5/2+),,10.3,10.3 s,EC+B+:100 ECP:0.02,8177.63,-62857.222,1977
62,74,Sm,0+,,47,47 s,EC+B+:100,8205.92,-66810.899,1982
62,75,Sm,(9/2-),,45,45 s,EC+B+:100,8213.55,-67991.655,1986
62,76,Sm,0+,,186,3.1 m,EC+B+:100,8237.93,-71497.772,1982
62,77,Sm,1/2+,,154.2,2.57 m,EC+B+:100,8243.08,-72380.229,1971
62,78,Sm,0+,,889.2,14.82 m,EC+B+:100,8263.82,-75455.945,1967
62,79,Sm,1/2+,,612,10.2 m,EC+B+:100,8265.85,-75933.959,1967
62,80,Sm,0+,,4349,72.49 m,EC+B+:100,8285.94,-78981.93,1959
62,81,Sm,3/2+,,525,8.75 m,EC+B+:100,8288.18,-79517.135,1956
62,82,Sm,0+,3.08,STABLE,stable,,8303.68,-81965.626,1933
62,83,Sm,7/2-,,2.938e+07,340 d,EC:100,8293.01,-80651.407,1947
62,84,Sm,0+,,2.146e+15,6.8E+7 Y,A:100,8293.86,-80996.36,1953
62,85,Sm,7/2-,15,3.386e+18,1.073E11 Y,A:100,8280.57,-79266.048,1933
62,86,Sm,0+,11.25,2.209e+23,7E+15 Y,A:100,8279.63,-79336.067,1933
62,87,Sm,7/2-,13.82,STABLE,stable,,8263.47,-77135.898,1933
62,88,Sm,0+,7.37,STABLE,stable,,8261.62,-77051.336,1934
62,89,Sm,5/2-,,2.84e+09,90 Y,B-:100,8243.97,-74576.48,1947
62,90,Sm,0+,26.74,STABLE,stable,,8244.06,-74762.977,1933
62,91,Sm,3/2+,,1.666e+05,46.284 h,B-:100,8228.54,-72560.059,1938
62,92,Sm,0+,22.74,STABLE,stable,,8226.84,-72455.564,1933
62,93,Sm,3/2-,,1331,22.18 m,B-:100,8211.23,-70191.206,1951
62,94,Sm,0+,,3.384e+04,9.4 h,B-:100,8205.01,-69360.735,1951
62,95,Sm,(3/2-),,481.8,8.03 m,B-:100,8187.06,-66677.654,1973
62,96,Sm,0+,,318,5.30 m,B-:100,8177.31,-65251.849,1970
62,97,Sm,5/2-,,11.37,11.37 s,B-:100,8157.5,-62207.849,1986
62,98,Sm,0+,,9.6,9.6 s,B-:100,8144.62,-60233.172,1986
62,99,Sm,,,4.8,4.8 s,B-:100,8122.04,-56672.043,1998
62,100,Sm,0+,,2.4,2.4 s,B-:100,8107.57,-54379.053,2005
62,101,Sm,(1/2-),,1.23,1.23 s,B-:100 B-N,8084.17,-50599.612,2012
62,102,Sm,0+,,1.43,1.43 s,B-:100 B-N,8067.78,-47925.314,2012
62,103,Sm,(5/2-),,0.98,0.98 s,B-:100 B-N,8041,-43510,2012
62,104,Sm,0+,,0.8,0.80 s,B-:100 B-N,8023,-40450,2017
62,105,Sm,,,,,B-:100 B-N,7992,-35330,2018
62,106,Sm,0+,,,,B-:100 B-N,7971,-31640,2018
63,67,Eu,(1+),,0.0009,0.90 ms,P:100,7950,-33513,2004
63,68,Eu,3/2+,,0.0178,17.8 ms,P:89 EC+B+:11,7996,-39464,1998
63,69,Eu,,,,,P:0 EC+B+,8018,-42200,
63,71,Eu,,,0.5,0.5 s,EC+B+:100 ECP:0,8075,-49800,1989
63,72,Eu,,,1.5,1.5 s,EC+B+:100 ECP,8107,-54148,1989
63,73,Eu,(7+),,3.3,3.3 s,EC+B+:100 B+P:0.09,8122,-56244,1987
63,74,Eu,(11/2-),,11,11 s,EC+B+:100,8150.57,-60145.904,1982
63,75,Eu,(6-),,12.1,12.1 s,EC+B+:100,8161.62,-61749.676,1982
63,76,Eu,(11/2)-,,17.9,17.9 s,EC+B+:100,8187.22,-65398.051,1975
63,77,Eu,1+,,1.51,1.51 s,EC+B+:100,8197.73,-66985.945,1982
63,78,Eu,5/2+,,40.7,40.7 s,EC+B+:100,8217.69,-69925.647,1977
63,79,Eu,1+,,2.34,2.34 s,EC+B+:100,8226.4,-71308.93,1966
63,80,Eu,5/2+,,155.4,2.59 m,EC+B+:100,8245.82,-74241.311,1965
63,81,Eu,1+,,10.2,10.2 s,EC+B+:100,8254.17,-75619.175,1965
63,82,Eu,5/2+,,5.124e+05,5.93 d,EC+B+:100,8269.27,-77991.524,1951
63,83,Eu,4-,,3.983e+05,4.61 d,EC+B+:100,8261.93,-77117.603,1957
63,84,Eu,5/2+,,2.082e+06,24.1 d,EC:99.9978 A:0.0022,8263.54,-77544.611,1951
63,85,Eu,5-,,4.709e+06,54.5 d,EC+B+:100 A:0.00000094,8253.82,-76297.482,1951
63,86,Eu,5/2+,,8.044e+06,93.1 d,EC:100,8253.56,-76441.317,1959
63,87,Eu,5-,,1.164e+09,36.9 Y,EC+B+:100,8241.35,-74792.369,1950
63,88,Eu,5/2+,47.81,5.365e+25,1.7E+18 Y,A,8239.3,-74653.098,1933
63,89,Eu,3-,,4.266e+08,13.517 Y,EC+B+:72.08 B-:27.92,8226.59,-72888.5,1938
63,90,Eu,5/2+,52.19,STABLE,stable,,8228.7,-73367.466,1933
63,91,Eu,3-,,2.714e+08,8.601 Y,B-:99.982 EC+B+:0.018,8217.1,-71738.367,1947
63,92,Eu,5/2+,,1.5e+08,4.753 Y,B-:100,8216.68,-71818.337,1947
63,93,Eu,0+,,1.312e+06,15.19 d,B-:100,8204.62,-70082.844,1947
63,94,Eu,5/2+,,5.465e+04,15.18 h,B-:100,8199.8,-69459.134,1951
63,95,Eu,(1-),,2754,45.9 m,B-:100,8185.13,-67270.461,1951
63,96,Eu,5/2+,,1086,18.1 m,B-:100,8176.7,-66043.386,1961
63,97,Eu,(5-),,42.6,42.6 s,B-:100,8160.1,-63493.449,1973
63,98,Eu,,,26,26 s,B-:100,8148.98,-61791.601,1986
63,99,Eu,,,10.6,10.6 s,B-:100,8129.56,-58722.944,1987
63,100,Eu,,,7.7,7.7 s,B-:100,8116.02,-56573.819,2007
63,101,Eu,(3),,4.15,4.15 s,B-:100,8095.37,-53232.146,2007
63,102,Eu,,,2.3,2.3 s,B-:100,8080.05,-50729.103,2007
63,103,Eu,,,1.7,1.7 s,B-:100 B-N,8056,-46749,2007
63,104,Eu,(5/2+),,1.3,1.3 s,B-:100 B-N,8038,-43770,2012
63,105,Eu,(6-),,0.2,0.20 s,B-:100 B-N,8012,-39250,2012
63,106,Eu,,,,,B-:100 B-N,7991,-35660,2018
64,70,Gd,0+,,,,,8008,-41530,
64,71,Gd,(5/2+),,1.1,1.1 s,EC+B+:100 ECP:2,8028,-44250,1996
64,72,Gd,0+,,2e-07,200 ns,,8064,-49090,2000
64,73,Gd,(7/2),,2.2,2.2 s,EC+B+:100 ECP,8080,-51214,1999
64,74,Gd,0+,,4.7,4.7 s,EC+B+:100,8112,-55660,1985
64,75,Gd,(9/2-),,5.8,5.8 s,EC+B+:100 ECP:0,8126,-57632,1983
64,76,Gd,0+,,15.8,15.8 s,EC+B+:100,8154.98,-61782.278,1985
64,77,Gd,1/2+,,14,14 s,EC+B+:100 B+P:0.03,8164.61,-63224.231,1986
64,78,Gd,0+,,70.2,70.2 s,EC+B+:100,8190.26,-66959.522,1986
64,79,Gd,(1/2)+,,39,39 s,EC+B+:100,8198.32,-68231.311,1975
64,80,Gd,0+,,268.2,4.47 m,EC+B+:100,8221.94,-71759.511,1968
64,81,Gd,1/2+,,1380,23.0 m,EC+B+:100,8228.95,-72926.626,1959
64,82,Gd,0+,,4.171e+06,48.27 d,EC+B+:100,8249.51,-76085.823,1957
64,83,Gd,7/2-,,1.37e+05,38.06 h,EC+B+:100,8243.34,-75356.928,1957
64,84,Gd,0+,,2.244e+09,71.1 Y,A:100,8248.34,-76269.419,1953
64,85,Gd,7/2-,,8.018e+05,9.28 d,EC+B+:100 A:0.00043,8239.49,-75127.173,1951
64,86,Gd,0+,,5.649e+13,1.79E+6 Y,A:100,8242.61,-75764.051,1953
64,87,Gd,7/2-,,1.07e+07,123.9 d,EC:100 A:0.0000008,8231.04,-74188.92,1950
64,88,Gd,0+,0.2,3.408e+21,1.08E14 Y,A:100,8233.4,-74707.304,1938
64,89,Gd,3/2-,,2.077e+07,240.4 d,EC:100,8220.42,-72882.944,1947
64,90,Gd,0+,2.18,STABLE,stable,,8224.8,-73706.358,1938
64,91,Gd,3/2-,14.8,STABLE,stable,,8213.25,-72070.298,1933
64,92,Gd,0+,20.47,STABLE,stable,,8215.33,-72535.333,1933
64,93,Gd,3/2-,15.65,STABLE,stable,,8203.51,-70823.896,1933
64,94,Gd,0+,24.84,STABLE,stable,,8201.82,-70689.969,1933
64,95,Gd,3/2-,,6.652e+04,18.479 h,B-:100,8187.62,-68561.857,1949
64,96,Gd,0+,21.86,STABLE,stable,,8183.02,-67942.06,1933
64,97,Gd,5/2-,,219.6,3.66 m,B-:100,8167.19,-65506.142,1949
64,98,Gd,0+,,504,8.4 m,B-:100,8159.04,-64280.72,1967
64,99,Gd,(5/2- 7/2+),,68,68 s,B-:100,8140.76,-61388.591,1982
64,100,Gd,0+,,45,45 s,B-:100,8130,-59693.688,1988
64,101,Gd,,,10.3,10.3 s,B-:100,8110.44,-56525.782,1998
64,102,Gd,0+,,4.8,4.8 s,B-:100,8097.23,-54370.926,2005
64,103,Gd,(5/2-),,4.26,4.26 s,B-:100,8075.54,-50775.732,2012
64,104,Gd,0+,,3.03,3.03 s,B-:100,8060,-48150,1985
64,105,Gd,(7/2-),,0.75,0.75 s,B-:100 B-N,8035,-43890,2012
64,106,Gd,0+,,0.41,0.41 s,B-:100 B-N,8017,-40850,2012
64,107,Gd,,,,,B-:100 B-N,7990,-36210,2018
64,108,Gd,0+,,,,B-:100 B-N,7972,-32970,2018
65,70,Tb,(7/2-),,0.00094,0.94 ms,P:100 EC+B+,7939,-33053,2004
65,73,Tb,,,2e-07,200 ns,EC+B+:100,8019,-43600,1993
65,74,Tb,,,1.6,1.6 s,EC+B+:0 ECP P,8052,-48130,1999
65,75,Tb,(7+),,2.29,2.29 s,EC+B+:100 ECP:0.26,8068.67,-50482.278,1986
65,76,Tb,(5/2-),,3.5,3.5 s,EC+B+:100,8097.48,-54540.843,1986
65,77,Tb,1+,,0.597,597 ms,EC+B+:100 B+P:0.0022,8111.51,-56559.522,1991
65,78,Tb,(11/2-),,12,12 s,EC+B+:100,8138.22,-60419.192,1985
65,79,Tb,1+,,1,1 s,EC+B+:100,8151.29,-62368.188,1982
65,80,Tb,(3/2+),,,,,8178.54,-66399.693,1981
65,81,Tb,1+,,8,8 s,EC+B+:100,8187.15,-67763.644,1974
65,82,Tb,(1/2+),,5904,1.64 h,EC+B+:100,8206.62,-70742.674,1969
65,83,Tb,2-,,3600,60 m,EC+B+:100,8204.32,-70536.947,1960
65,84,Tb,1/2+,,1.483e+04,4.12 h,EC+B+:83.3 A:16.7,8209.82,-71488.639,1950
65,85,Tb,(2)-,,1.253e+04,3.48 h,EC+B+:100 A:0.05,8206.34,-71105.789,1959
65,86,Tb,1/2(+),,6.339e+04,17.609 h,EC+B+:99.9905 A:0.0095,8208.87,-71623.541,1953
65,87,Tb,2-,,6.3e+04,17.5 h,EC+B+:100 A:0.0000007,8202.01,-70717.304,1959
65,88,Tb,5/2+,,2.022e+05,2.34 d,EC+B+:100,8205.05,-71313.61,1957
65,89,Tb,0,,7.74e+04,21.5 h,EC+B+:100 B-:0.1,8196.67,-70156.707,1972
65,90,Tb,3/2+,,4.596e+05,5.32 d,EC:100,8202.92,-71250.439,1957
65,91,Tb,3-,,4.622e+05,5.35 d,EC+B+:100,8194.64,-70091.01,1950
65,92,Tb,3/2+,,2.241e+09,71 Y,EC:100,8198.14,-70763.848,1960
65,93,Tb,3-,,5.68e+09,180 Y,EC+B+:83.4 B-:16.6,8189.16,-69470.883,1957
65,94,Tb,3/2+,100,STABLE,stable,,8188.8,-69532.582,1933
65,95,Tb,3-,,6.247e+06,72.3 d,B-:100,8177.47,-67836.474,1943
65,96,Tb,3/2+,,5.953e+05,6.89 d,B-:100,8174.48,-67461.778,1949
65,97,Tb,1-,,456,7.60 m,B-:100,8164.08,-65879.548,1965
65,98,Tb,3/2+,,1170,19.5 m,B-:100,8155.63,-64595.754,1966
65,99,Tb,(5+),,180,3.0 m,B-:100,8139.93,-62104.983,1968
65,100,Tb,(3/2+),,126.6,2.11 m,B-:100,8130.33,-60588.849,1983
65,101,Tb,(2-),,25.1,25.1 s,B-:100,8113.22,-57808.778,1996
65,102,Tb,(3/2+),,19.4,19.4 s,B-:100,8101.44,-55883.082,1999
