# z,n,symbol,jp,abundance,half_life_sec,half_life_text,decays,binding_kev_per_a,mass_excess_kev,discovery
0,1,n,1/2+,,613.9,613.9 s,B-:100,0,8071.3181,
0,4,n,0+,,1.755e-22,2.6 MeV,,,,
0,6,n,,,,,,,,
1,0,H,1/2+,99.9855,STABLE,stable,,0,7288.9711,1920
1,1,H,1+,0.0145,STABLE,stable,,1112.28,13135.723,1932
1,2,H,1/2+,,3.888e+08,12.32 Y,B-:100,2827.27,14949.811,1934
1,3,H,2-,,,,N:100,1720.45,24621.129,1981
1,4,H,(1/2+),,8.608e-23,5.3 MeV,2N:100,1336.36,32892.447,1987
1,5,H,,,2.943e-22,1.55 MeV,,961.639,41875.725,1984
1,6,H,(1/2+),,5.069e-21,0.09 MeV,,940,49135,2003
2,1,He,1/2+,0.0002,STABLE,stable,,2572.68,14931.219,1934
2,2,He,0+,99.9998,STABLE,stable,,7073.92,2424.9159,1908
2,3,He,3/2-,,7.041e-22,0.648 MeV,N,5512.13,11231.234,1937
2,4,He,0+,,0.8067,806.7 ms,B-:100,4878.52,17592.095,1936
2,5,He,(3/2)-,,3.042e-21,150 keV,N,4123.06,26073.128,1967
2,6,He,0+,,0.1191,119.1 ms,B-:100 B-N:16,3924.52,31609.683,1965
2,7,He,1/2+,,,,N:100,3349.04,40935.826,1987
2,8,He,(0+),,1.521e-21,300 keV,N:100,2995.13,49197.147,1994
3,1,Li,2-,,,,P:100,1153.76,25323.19,1965
3,2,Li,3/2-,,3.709e-22,1.23 MeV,P,5266.13,11678.887,1941
3,3,Li,1+,4.85,STABLE,stable,,5332.33,14086.88,1921
3,4,Li,3/2-,95.15,STABLE,stable,,5606.44,14907.105,1921
3,5,Li,2+,,0.8399,839.9 ms,B-A:100 B-:100,5159.71,20945.805,1935
3,6,Li,3/2-,,0.1783,178.3 ms,B-:100 B-N:50.8,5037.77,24954.905,1951
3,7,Li,(1- 2-),,,,N:100,4531.35,33052.628,1975
3,8,Li,3/2-,,0.00875,8.75 ms,B-:100 B-N,4155.38,40728.259,1966
3,9,Li,(1- 2-),,,,N:100,3791.6,49009.577,2008
4,2,Be,0+,,4.959e-21,92 keV,A:100 2P:100,4487.25,18375.034,1958
4,3,Be,3/2-,,4.598e+06,53.22 d,EC:100,5371.55,15768.998,1938
4,4,Be,0+,,8.191e-17,5.57 eV,A:100,7062.44,4941.672,1932
4,5,Be,3/2-,100,STABLE,stable,,6462.67,11348.451,1921
4,6,Be,0+,,4.765e+13,1.51E+6 Y,B-:100,6497.63,12607.487,1935
4,7,Be,1/2+,,13.76,13.76 s,B-:100 B-A:3.1 B-P:0.00083,5952.54,20177.169,1958
4,8,Be,0+,,0.02146,21.46 ms,B-:100 B-N:0.5,5720.72,25077.761,1966
4,9,Be,(1/2-),,2.7e-21,2.7E-21 s,N,5241.44,33659.08,1983
4,10,Be,,,0.00435,4.35 ms,B-:100 B-N:81 B-2N:5,4993.9,39954.502,1973
4,11,Be,(5/2+),,7.866e-22,0.58 MeV,N:100,4540.97,49825.821,2013
4,12,Be,0+,,5.703e-22,0.8 MeV,N:100,4285.29,57447.139,2012
5,2,B,(3/2-),,5.696e-22,801 keV,P:100,3558.71,27676.553,1967
5,3,B,2+,,0.77,770 ms,EC+B+:100 B+A:100,4717.16,22921.569,1950
5,4,B,3/2-,,8.449e-19,0.54 keV,P:100,6257.07,12416.486,1940
5,5,B,3+,19.65,STABLE,stable,,6475.08,12050.611,1920
5,6,B,3/2-,80.35,STABLE,stable,,6927.73,8667.708,1920
5,7,B,1+,,0.0202,20.20 ms,B-:100 B-A:0.6,6631.22,13369.398,1935
5,8,B,3/2-,,0.01733,17.33 ms,B-:100 B-N:0.286,6496.42,16561.948,1956
5,9,B,2-,,0.0125,12.5 ms,B-:100 B-N:6.1,6101.65,23663.686,1966
5,10,B,,,0.00993,9.93 ms,B-:100 B-N:99.68,5880.04,28957.379,1966
5,11,B,,,4.562e-21,100 keV,N:100,5507.35,37111.699,2000
5,12,B,(3/2-),,0.00508,5.08 ms,B-:100 B-N:63 B-2N:11,5269.67,43716.322,1973
5,13,B,(2-),,,,N:100,4976.63,51792.64,2010
5,14,B,3/2-,,0.00292,2.92 ms,B-:100 B-N:71.8 B-2N:16,4719.63,59770.251,1984
5,15,B,(1- 2-),,9.125e-22,500 keV,N:100,4405.65,69401.569,2018
5,16,B,(3/2-),,7.604e-22,600 keV,2N:100,4152.53,78382.887,2018
6,2,C,0+,,3.51e-21,130 keV,2P:100,3101.52,35064.269,1974
6,3,C,3/2-,,0.1265,126.5 ms,EC+B+:100 B+P:62 B+A:37.9,4337.42,28910.971,1964
6,4,C,0+,,19.29,19.290 s,EC+B+:100,6032.04,15698.673,1949
6,5,C,3/2-,,1222,20.364 m,EC+B+:100,6676.46,10649.397,1934
6,6,C,0+,98.94,STABLE,stable,,7680.14,0,1919
6,7,C,1/2-,1.06,STABLE,stable,,7469.85,3125.0093,1929
6,8,C,0+,,1.799e+11,5700 Y,B-:100,7520.32,3019.8933,1936
6,9,C,1/2+,,2.449,2.449 s,B-:100,7100.17,9873.145,1950
6,10,C,0+,,0.747,0.747 s,B-:100 B-N:99,6922.05,13694.133,1961
6,11,C,3/2+,,0.193,193 ms,B-:100 B-N:26,6558.03,21031.88,1968
6,12,C,0+,,0.092,92 ms,B-:100 B-N:31.5,6426.13,24919.266,1969
6,13,C,(1/2+),,0.0463,46.3 ms,B-:100 B-N:47 B-2N:7,6118.27,32413.754,1974
6,14,C,0+,,0.0163,16.3 ms,B-:100 B-N:65 B-2N:18.6,5961.44,37503.567,1981
6,16,C,0+,,0.0061,6.1 ms,B-:100 B-N:61 B-2N:37,5421.08,53611.203,1986
7,3,N,(1-),,1.825e-22,2.5 MeV,P:100,3643.67,38800.027,2002
7,4,N,1/2+,,5.497e-22,830 keV,P:100,5358.4,24365.644,1974
7,5,N,1+,,0.011,11.000 ms,EC+B+:100 B+A:1.93,6170.11,17338.068,1949
7,6,N,1/2-,,597.9,9.965 m,EC+B+:100,7238.86,5345.481,1934
7,7,N,1+,99.6205,STABLE,stable,,7475.61,2863.4168,1920
7,8,N,1/2-,0.3795,STABLE,stable,,7699.46,101.43809,1929
7,9,N,2-,,7.13,7.13 s,B-:100 B-A:0.0012,7373.8,5683.907,1933
7,10,N,1/2-,,4.173,4.173 s,B-:100 B-N:95.1 B-A:0.0025,7286.23,7870.079,1949
7,11,N,1-,,0.619,619 ms,B-:100 B-A:12.2 B-N:12,7038.56,13113.167,1964
7,12,N,1/2-,,0.336,336 ms,B-:100 B-N:41.8,6948.55,15856.255,1968
7,13,N,(2-),,0.1344,134.4 ms,B-:100 B-N:42.9,6709.17,21766.498,1969
7,14,N,(1/2-),,0.084,84 ms,B-:100 B-N:86,6609.02,25231.915,1970
7,15,N,(0-),,0.023,23 ms,B-:100 B-N:34 B-2N:12,6378.53,31764.805,1979
7,16,N,,,0.0141,14.1 ms,B-:100 B-N:42 B-2N:8,6236.67,36720.429,1985
7,17,N,,,5.2e-08,52 ns,N,5887,46938,
8,3,O,(3/2-),,3.51e-22,1.30 MeV,2P:100,3162.44,47738.913,2019
8,4,O,0+,,6.337e-21,72 keV,2P:100,4881.98,32013.335,1978
8,5,O,(3/2-),,0.00858,8.58 ms,B+P:100 EC+B+:100,5811.76,23115.432,1963
8,6,O,0+,,70.61,70.606 s,EC+B+:100,7052.28,8007.781,1949
8,7,O,1/2-,,122.2,122.24 s,EC+B+:100,7463.69,2855.622,1934
8,8,O,0+,99.757,STABLE,stable,,7976.21,-4737.0022,1919
8,9,O,5/2+,0.03835,STABLE,stable,,7750.73,-808.76421,1925
8,10,O,0+,0.2045,STABLE,stable,,7767.1,-782.81634,1929
8,11,O,5/2+,,26.88,26.88 s,B-:100,7566.5,3332.858,1936
8,12,O,0+,,13.51,13.51 s,B-:100,7568.57,3796.172,1959
8,13,O,(5/2+),,3.42,3.42 s,B-:100,7389.37,8062.034,1968
8,14,O,0+,,2.25,2.25 s,B-:100 B-N:22,7364.87,9283.032,1969
8,15,O,1/2+,,0.097,97 ms,B-:100 B-N:7,7163.49,14621.371,1970
8,16,O,0+,,0.072,72 ms,B-:100 B-N:42,7039.69,18500.404,1970
8,17,O,,,,,N:100,6727.81,27329.03,2008
8,18,O,0+,,4.5e-12,4.5 ps,2N:100,6497.48,34661.041,2012
9,4,F,(5/2+),,4.517e-22,1.01 MeV,,4297,42030,
9,5,F,2-,,5.014e-22,910 keV,,5285.21,31964.403,2010
9,6,F,1/2+,,6.913e-22,660 keV,P:100,6497.46,16566.752,1978
9,7,F,0-,,1.141e-20,40 keV,P:100,6964.05,10675.182,1964
9,8,F,5/2+,,64.49,64.49 s,EC+B+:100,7542.33,1951.701,1934
9,9,F,1+,,6586,109.77 m,EC+B+:100,7631.64,873.112,1937
9,10,F,1/2+,100,STABLE,stable,,7779.02,-1487.4451,1920
9,11,F,2+,,11.07,11.07 s,B-:100,7720.14,-17.463,1935
9,12,F,5/2+,,4.158,4.158 s,B-:100,7738.29,-47.605,1955
9,13,F,(4+),,4.23,4.23 s,B-:100 B-N:11,7624.3,2793.376,1965
9,14,F,(5/2+),,2.23,2.23 s,B-:100 B-N:14,7622.34,3285.263,1970
9,15,F,(3+),,0.382,382 ms,B-:100 B-N:5.9,7463.58,7544.516,1970
9,16,F,5/2+,,0.08,80 ms,B-:100 B-N:23.1,7336.31,11334.167,1970
9,17,F,1+,,0.0082,8.2 ms,B-:100 B-N:13.5,7082.25,18674.655,1979
9,18,F,(5/2+),,0.005,5.0 ms,B-:100 B-N:77,6879.67,25133.478,1981
9,19,F,,,4.6e-20,0.046 as,N:100,6626.86,33403.796,2012
9,20,F,,,0.0025,2.5 ms,B-:100 B-N:100,6444.03,40150.19,1989
9,21,F,,,,,N,6205,48960,
9,22,F,,,,,B-:100 B-2N B-7N,6011,56843,1999
10,5,Ne,(3/2-),,7.733e-22,0.59 MeV,2P:100,4868.73,40215.374,2014
10,6,Ne,0+,,5.703e-21,80 keV,2P:100,6083.18,23986.775,1977
10,7,Ne,1/2-,,0.1092,109.2 ms,EC+B+:100 ECP:95.2 ECA:2.77,6640.5,16500.452,1963
10,8,Ne,0+,,1.672,1672 ms,EC+B+:100,7341.26,5317.617,1954
10,9,Ne,1/2+,,17.22,17.22 s,EC+B+:100,7567.34,1752.054,1939
10,10,Ne,0+,90.48,STABLE,stable,,8032.24,-7041.9322,1913
10,11,Ne,3/2+,0.27,STABLE,stable,,7971.71,-5731.776,1928
10,12,Ne,0+,9.25,STABLE,stable,,8080.47,-8024.716,1913
10,13,Ne,5/2+,,37.25,37.25 s,B-:100,7955.26,-5154.045,1936
10,14,Ne,0+,,202.8,3.38 m,B-:100,7993.33,-5951.642,1956
10,15,Ne,1/2+,,0.602,602 ms,B-:100,7839.8,-2035.503,1970
10,16,Ne,0+,,0.197,197 ms,B-:100 B-N:0.13,7751.91,481.114,1970
10,17,Ne,(3/2+),,0.0315,31.5 ms,B-:100 B-N:2,7520.42,7050.91,1977
10,18,Ne,0+,,0.02,20 ms,B-:100 B-N:12 B-2N:3.7,7388.35,11299.738,1979
10,19,Ne,(3/2+),,0.015,15 ms,B-:100 B-N:28 B-2N:4,7167.07,18399.803,1985
10,20,Ne,0+,,0.0073,7.3 ms,B-:100 B-N:13 B-2N:8.9,7034.53,23280.12,1985
10,21,Ne,(3/2-),,0.0034,3.4 ms,B-:100 B-2N B-3N,6813.09,31181.594,1996
10,22,Ne,0+,,0.0035,3.5 ms,B-:100 B-N,6671,36999,1990
10,23,Ne,,,1.8e-07,180 ns,N,6436,46130,
10,24,Ne,0+,,6e-08,60 ns,B- B-N B-2N,6287,52842,2002
11,6,Na,(1/2+),,,,,5522.77,34719.58,2017
11,7,Na,(1)-,,2.281e-21,0.2 MeV,P:100,6202.22,25037.992,2004
11,8,Na,(5/2+),,1.141e-20,40 keV,P:100,6937.89,12929.384,1969
11,9,Na,2+,,0.4479,447.9 ms,EC:100 ECA:20.05,7298.5,6850.489,1950
11,10,Na,3/2+,,22.49,22.49 s,EC+B+:100,7765.56,-2184.857,1940
11,11,Na,3+,,8.21e+07,2.6018 Y,EC+B+:100,7915.66,-5181.391,1935
11,12,Na,3/2+,100,STABLE,stable,,8111.49,-9529.8535,1921
11,13,Na,4+,,5.384e+04,14.956 h,B-:100,8063.49,-8417.901,1934
11,14,Na,5/2+,,59.1,59.1 s,B-:100,8101.4,-9357.814,1943
11,15,Na,3+,,1.071,1.07128 s,B-:100,8004.2,-6860.78,1958
11,16,Na,5/2+,,0.301,301 ms,B-:100 B-N:0.13,7956.95,-5517.791,1968
11,17,Na,1+,,0.0305,30.5 ms,B-:100 B-N:0.58,7799.26,-988.315,1969
11,18,Na,3/2+,,0.0441,44.1 ms,B-:100 B-N:21.5,7682.15,2679.994,1969
11,19,Na,2+,,0.048,48 ms,B-:100 B-N:30 B-2N:1.15,7501.97,8474.67,1969
11,20,Na,3/2+,,0.017,17.0 ms,B-:100 B-N:39 B-2N:0.7,7398.68,12246.031,1969
11,21,Na,(3- 4-),,0.0132,13.2 ms,B-:100 B-N:24 B-2N:8.3,7219.88,18640.152,1972
11,22,Na,(3/2+),,0.008,8.0 ms,B-:100 B-N:47 B-2N:13,7089.93,23780.113,1972
11,23,Na,,,0.0055,5.5 ms,B-:100 B-2N:50 B-N:15,6886.44,31680.114,1983
11,24,Na,(3/2+),,0.0018,1.8 ms,B-:100 B-N:0 B-5N,6745,37831,1983
11,25,Na,,,1.8e-07,180 ns,N,6557,45903,
11,26,Na,,,6e-08,60 ns,B- B-N,6403,53134,2002
12,6,Mg,0+,,3.802e-21,0.12 MeV,2P:100,,,
12,7,Mg,1/2-,,4.002e-12,1.14E-4 eV,2P:100,5901.5,31838.394,2007
12,8,Mg,0+,,0.0904,90.4 ms,B+:100 B+P:30.3,6728.03,17477.694,1974
12,9,Mg,5/2+,,0.122,122 ms,EC+B+:100 B+P:32.6 B+A:0.5,7105.03,10903.851,1963
12,10,Mg,0+,,3.876,3.8755 s,EC+B+:100,7662.76,-399.986,1961
12,11,Mg,3/2+,,11.3,11.3046 s,EC+B+:100,7901.12,-5473.675,1939
12,12,Mg,0+,78.965,STABLE,stable,,8260.71,-13933.578,1920
12,13,Mg,5/2+,10.011,STABLE,stable,,8223.5,-13192.782,1920
12,14,Mg,0+,11.025,STABLE,stable,,8333.87,-16214.544,1920
12,15,Mg,1/2+,,567.5,9.458 m,B-:100,8263.85,-14586.594,1934
12,16,Mg,0+,,7.529e+04,20.915 h,B-:100,8272.45,-15019.946,1953
12,17,Mg,3/2+,,1.3,1.30 s,B-:100,8113.53,-10612.36,1971
12,18,Mg,0+,,0.335,335 ms,B-:100,8054.43,-8881.373,1971
12,19,Mg,1/2+,,0.27,270 ms,B-:100 B-N:6.2,7869.19,-3122.152,1977
12,20,Mg,0+,,0.086,86 ms,B-:100 B-N:5.5,7803.84,-828.901,1977
12,21,Mg,3/2-,,0.0905,90.5 ms,B-:100 B-N:14,7636.44,4962.873,1979
12,22,Mg,0+,,0.02,20 ms,B-:100 B-N,7550.39,8323.324,1979
12,23,Mg,(3/2- 5/2-),,0.0113,11.3 ms,B-:100 B-N:52 B-3N,7356.23,15639.786,1989
12,24,Mg,0+,,0.0076,7.6 ms,B-:100 B-N,7244.42,20380.159,1989
12,25,Mg,,,0.008,8 ms,N B-N B-,7055.11,28211.478,1996
12,26,Mg,0+,,,,B-:100 B-N B-2N,6928,34074,1997
12,27,Mg,,,1.8e-07,180 ns,N,6734,42775,
12,28,Mg,0+,,,,B-:100 B-7N B-6N,6598,49550,2007
13,8,Al,(5/2+),,3.5e-08,35 ns,P,6297,27090,
13,9,Al,(4)+,,0.0911,91.1 ms,EC+B+:100 B+P:55 B+2P:1.1,6782,18201,1982
13,10,Al,5/2+,,0.446,446 ms,EC+B+:100 ECP:1.04,7335.73,6748.071,1969
13,11,Al,4+,,2.053,2.053 s,EC+B+:100 ECA:0.035 ECP:0.0016,7649.58,-48.812,1953
13,12,Al,5/2+,,7.183,7.183 s,EC+B+:100,8021.14,-8915.974,1953
13,13,Al,5+,,2.263e+13,7.17E+5 Y,EC+B+:100,8149.77,-12210.139,1934
13,14,Al,5/2+,100,STABLE,stable,,8331.55,-17196.864,1922
13,15,Al,3+,,134.7,2.245 m,B-:100,8309.9,-16850.719,1934
13,16,Al,5/2+,,393.6,6.56 m,B-:100,8348.46,-18207.762,1939
13,17,Al,3+,,3.62,3.62 s,B-:100,8261.1,-15864.116,1961
13,18,Al,5/2(+),,0.644,644 ms,B-:100 B-N:1.6,8225.52,-14950.709,1971
13,19,Al,1+,,0.033,33.0 ms,B-:100 B-N:0.7,8100.34,-11099.368,1971
13,20,Al,(5/2)+,,0.0417,41.7 ms,B-:100 B-N:8.5,8020.62,-8497.382,1971
13,21,Al,(4-),,0.0563,56.3 ms,B-:100 B-N:26,7860.35,-2997.619,1977
13,22,Al,(5/2+),,0.0383,38.3 ms,B-:100 B-N:38 B-2N:0,7787.12,-223.73,1979
13,23,Al,,,0.09,90 ms,B-:100 B-N:31,7623.52,5950.384,1979
13,24,Al,,,0.0107,10.7 ms,B-:100 B-N,7531.32,9809.564,1979
13,25,Al,(0-),,0.009,9.0 ms,B-N B-2N B-,7370,16470,1989
13,26,Al,(5/2+),,0.0076,7.6 ms,B-:100 B-2N B-N,7260,21490,1989
13,27,Al,,,2.6e-07,260 ns,B-:100 B-2N B-N,7097,28820,1996
13,28,Al,,,,,B-:100 B-N,6980,34590,1997
13,29,Al,,,1.7e-07,170 ns,B- B-N B-2N,6829,41990,2007
13,30,Al,,,1.7e-07,170 ns,B- B-N B-2N,6712,48270,2007
14,8,Si,0+,,0.029,29 ms,EC+B+:100 B+P:32,6044,33640,1987
14,9,Si,(5/2)+,,0.0423,42.3 ms,EC+B+:100 ECP:88 EC2P:3.6,6554,23950,1986
14,10,Si,0+,,0.1413,141.3 ms,EC+B+:100 ECP:32.4,7167.23,10745.186,1979
14,11,Si,5/2+,,0.22,220 ms,EC+B+:100 B+P:35,7480.11,3827.322,1963
14,12,Si,0+,,2.245,2.2453 s,EC+B+:100,7924.71,-7141.003,1960
14,13,Si,5/2+,,4.15,4.15 s,EC+B+:100,8124.34,-12384.505,1939
14,14,Si,0+,92.2545,STABLE,stable,,8447.74,-21492.797,1920
14,15,Si,1/2+,4.672,STABLE,stable,,8448.64,-21895.082,1920
14,16,Si,0+,3.0735,STABLE,stable,,8520.65,-24432.962,1924
14,17,Si,3/2+,,9434,157.24 m,B-:100,8458.29,-22949.037,1934
14,18,Si,0+,,4.954e+09,157 Y,B-:100,8481.47,-24077.689,1953
14,19,Si,3/2+,,6.11,6.11 s,B-:100,8361.06,-20514.328,1971
14,20,Si,0+,,2.77,2.77 s,B-:100,8337.17,-19991.684,1971
14,21,Si,(7/2)-,,0.78,0.78 s,B-:100 B-N:5,8169.56,-14391.48,1971
14,22,Si,0+,,0.45,0.45 s,B-:100 B-N:10,8112.52,-12436.125,1971
14,23,Si,(5/2-),,0.09,90 ms,B-:100 B-N:17 B-2N,7952.9,-6571.512,1979
14,24,Si,0+,,0.063,63 ms,B-:100 B-N:25,7892.83,-4170.299,1979
14,25,Si,(5/2-),,0.0475,47.5 ms,B-:100 B-2N B-N,7730.98,2320.352,1979
14,26,Si,0+,,0.033,33.0 ms,B-:100 B-2N B-N,7655.82,5666.876,1989
14,27,Si,,,0.02,20.0 ms,B-:100 B-N:0,7482,13200,1989
14,28,Si,0+,,0.0125,12.5 ms,B-:100 B-N B-2N,7410,16840,1990
14,29,Si,,,6e-08,60 ns,B- B-N B-2N,7251,24330,2002
14,30,Si,0+,,3.6e-07,360 ns,B-:100 B-N,7156,29310,2007
15,10,P,(1/2+),,3e-08,30 ns,P:100,6794,20190,
15,11,P,(3)+,,0.0437,43.7 ms,EC+B+:100 ECP:36.8 EC2P:2.16,7198,10973,1983
15,12,P,1/2+,,0.26,260 ms,EC+B+:100 B+P:0.07,7661.09,-659.032,1977
15,13,P,3+,,0.2703,270.3 ms,EC+B+:100 ECP:0.0013 ECA:0.00086,7907.48,-7147.856,1953
15,14,P,1/2+,,4.142,4.142 s,EC+B+:100,8251.24,-16952.849,1941
15,15,P,1+,,149.9,2.498 m,EC+B+:100,8353.51,-20200.856,1934
15,16,P,1/2+,100,STABLE,stable,,8481.17,-24440.544,1920
15,17,P,1+,,1.233e+06,14.268 d,B-:100,8464.12,-24304.876,1934
15,18,P,1/2+,,2.19e+06,25.35 d,B-:100,8513.81,-26337.35,1951
15,19,P,1+,,12.43,12.43 s,B-:100,8448.19,-24548.702,1945
15,20,P,1/2+,,47.3,47.3 s,B-:100,8446.25,-24857.809,1971
15,21,P,4-,,5.6,5.6 s,B-:100,8307.87,-20251.045,1971
15,22,P,(1/2+),,2.31,2.31 s,B-:100,8267.56,-18996.012,1971
15,23,P,(2-),,0.64,0.64 s,B-:100 B-N:12,8147.27,-14621.565,1971
15,24,P,(1/2+),,0.28,0.28 s,B-:100 B-N:26,8097.97,-12774.636,1977
15,25,P,(2- 3-),,0.15,150 ms,B-:100 B-N:15.8 B-2N,7981.42,-8139.189,1979
15,26,P,,,0.101,101 ms,B-:100 B-N:30,7906.55,-4979.767,1979
15,27,P,,,0.0485,48.5 ms,B-:100 B-N:50 B-2N,7765.91,1091.842,1979
15,28,P,1/2+,,0.0365,36.5 ms,B-:100 B-N:100 B-2N,7681,5040,1989
15,29,P,,,0.0185,18.5 ms,B- B-N,7552,11110,1989
15,30,P,,,2e-07,200 ns,B-,7456,15960,1990
15,31,P,,,,,B-:100,7320,22840,1990
16,10,S,0+,,7.9e-08,79 ns,P,6525,27680,
16,11,S,(5/2+),,0.0155,15.5 ms,EC+B+:100 B+P:2.3 B+2P:1.1,6960,17491,1986
16,12,S,0+,,0.125,125 ms,EC+B+:100 ECP:20.7,7478.79,4073.203,1982
16,13,S,(5/2+),,0.188,188 ms,EC+B+:100 ECP:47,7746.38,-3094.423,1964
16,14,S,0+,,1.178,1.178 s,EC+B+:100,8122.71,-14059.254,1961
16,15,S,1/2+,,2.553,2.5534 s,EC+B+:100,8281.8,-19042.531,1940
16,16,S,0+,94.85,STABLE,stable,,8493.13,-26015.537,1920
16,17,S,3/2+,0.763,STABLE,stable,,8497.63,-26585.858,1926
16,18,S,0+,4.365,STABLE,stable,,8583.5,-29931.689,1926
16,19,S,3/2+,,7.549e+06,87.37 d,B-:100,8537.85,-28846.21,1936
16,20,S,0+,0.0158,STABLE,stable,,8575.39,-30664.141,1938
16,21,S,7/2-,,303,5.05 m,B-:100,8459.94,-26896.426,1945
16,22,S,0+,,1.022e+04,170.3 m,B-:100,8448.78,-26861.216,1958
16,23,S,(7/2)-,,11.5,11.5 s,B-:100,8344.27,-23162.672,1971
16,24,S,0+,,8.8,8.8 s,B-:100,8329.33,-22837.85,1971
16,25,S,,,1.99,1.99 s,B-:100 B-N,8229.64,-19008.58,1979
16,26,S,0+,,1.016,1.016 s,B-:100 B-N:4,8193.23,-17637.748,1979
16,27,S,(3/2-),,0.265,265 ms,B-:100 B-N:40,8063.83,-12195.461,1979
16,28,S,0+,,0.1,100 ms,B-:100 B-N:18,7996.02,-9204.236,1979
16,29,S,,,0.068,68 ms,B-:100 B-N:54,7867,-3340,1989
16,30,S,0+,,0.05,50 ms,B-:100,7785,640,1989
16,32,S,,,,,B-,7552,12390,1990
17,12,Cl,(1/2+),,2e-08,20 ns,P:100,7129,14022,1993
17,13,Cl,(3+),,3e-08,30 ns,P,7472.17,4674.548,2018
17,14,Cl,3/2+,,0.19,190 ms,EC+B+:100 ECP:2.4,7869.21,-7034.552,1977
17,15,Cl,1+,,0.298,298 ms,EC+B+:100 ECA:0.054 ECP:0.026,8072.41,-13334.706,1953
17,16,Cl,3/2+,,2.511,2.511 s,EC+B+:100,8304.76,-21003.34,1940
17,17,Cl,0+,,1.527,1.5266 s,EC+B+:100,8398.97,-24440.086,1934
17,18,Cl,3/2+,75.8,STABLE,stable,,8520.28,-29013.532,1919
17,19,Cl,2+,,9.508e+12,3.013E+5 Y,B-:98.1 EC+B+:1.9,8521.93,-29522.008,1941
17,20,Cl,3/2+,24.2,STABLE,stable,,8570.28,-31761.552,1919
17,21,Cl,2-,,2234,37.230 m,B-:100,8505.48,-29798.116,1940
17,22,Cl,3/2+,,3372,56.2 m,B-:100,8494.4,-29800.218,1949
17,23,Cl,2-,,81,1.35 m,B-:100,8427.77,-27557.818,1956
17,24,Cl,(1/2+),,38.4,38.4 s,B-:100,8412.96,-27307.192,1971
17,25,Cl,(2-),,6.8,6.8 s,B-:100,8345.89,-24831.77,1971
17,26,Cl,(1/2+),,3.13,3.13 s,B-:100,8323.87,-24159.51,1976
17,27,Cl,(2-),,0.56,0.56 s,B-:100 B-N:8,8234.48,-20478.973,1979
17,28,Cl,(1/2+),,0.413,413 ms,B-:100 B-N:24,8181.6,-18262.544,1979
17,29,Cl,(2-),,0.232,232 ms,B-:100 B-N:60,8080.78,-13734.949,1989
17,30,Cl,,,0.101,101 ms,B-:100 B-N:3,7992,-9580,1989
17,31,Cl,,,,,B-,7883,-4280,1989
17,32,Cl,,,1.7e-07,170 ns,B-,7785,740,1989
17,33,Cl,,,,,B-:100 B-N B-2N,7651,7700,2009
17,34,Cl,,,,,B-:100,7530,14290,1990
17,35,Cl,,,,,B-:100 B-6N B-5N,7386,22360,2018
18,12,Ar,0+,,1e-11,10 ps,2P:100,6866,22071,2015
18,13,Ar,5/2+,,0.015,15.0 ms,EC+B+:100 B+P:68.3 B+2P:8.9,7252,11325,1986
18,14,Ar,0+,,0.098,98 ms,EC+B+:100 ECP:35.58,7700.01,-2200.352,1977
18,15,Ar,1/2+,,0.173,173.0 ms,EC+B+:100 ECP:38.7,7928.96,-9384.295,1964
18,16,Ar,0+,,0.8438,843.8 ms,EC+B+:100,8197.67,-18378.293,1966
18,17,Ar,3/2+,,1.776,1.7756 s,EC+B+:100,8327.46,-23047.289,1940
18,18,Ar,0+,0.3336,STABLE,stable,,8519.91,-30231.542,1920
18,19,Ar,3/2+,,3.025e+06,35.011 d,EC:100,8527.14,-30947.679,1941
18,20,Ar,0+,0.0629,STABLE,stable,,8614.28,-34714.827,1934
18,21,Ar,7/2-,,8.457e+09,268 Y,B-:100,8562.6,-33242.195,1950
18,22,Ar,0+,99.6035,STABLE,stable,,8595.26,-35039.9,1920
18,23,Ar,7/2-,,6577,109.61 m,B-:100,8534.37,-33067.51,1936
18,24,Ar,0+,,1.038e+09,32.9 Y,B-:100,8555.61,-34422.678,1952
18,25,Ar,5/2(-),,322.2,5.37 m,B-:100,8488.24,-32009.811,1969
18,26,Ar,0+,,712.2,11.87 m,B-:100,8493.84,-32673.26,1969
18,27,Ar,5/2- 7/2-,,21.48,21.48 s,B-:100,8419.95,-29770.801,1974
18,28,Ar,0+,,8.4,8.4 s,B-:100,8412.38,-29771.255,1974
18,29,Ar,(3/2)-,,1.23,1.23 s,B-:100 B-N:0.2,8311.42,-25367.274,1985
18,30,Ar,0+,,0.416,416 ms,B-:100 B-N:38,8243.67,-22354.927,2004
18,31,Ar,,,0.17,170 ms,B-:100 B-N:65,8132,-17060,1989
18,32,Ar,0+,,0.106,106 ms,B-:100 B-N:37 B-2N,8054,-13230,1989
18,33,Ar,,,,,B-:100,7922,-6490,1989
18,34,Ar,0+,,,,B-:100 B-2N B-3N,7827,-1380,2009
18,35,Ar,,,6.2e-07,620 ns,B-2N B-N B-,7677,6791,2009
19,12,K,,,1e-11,10 ps,P:100,6487,34260,2019
19,14,K,,,2.5e-08,25 ns,P,7392,7540,
19,15,K,,,2.5e-08,25 ns,P,7670,-1220,
19,16,K,(3/2)+,,0.178,178 ms,EC+B+:100 ECP:0.37,7965.84,-11172.893,1976
